x model
476.77001579729756 4.174023
476.7859193984333 4.1740412
476.8018235300649 4.1740513
476.8177281922101 4.1740575
476.83363338488664 4.1740619
476.84953910811197 4.1740654
476.8654453619041 4.1740684
476.8813521462806 4.174071
476.8972594612592 4.1740733
476.9131673068574 4.1740755
476.92907568309323 4.1740775
476.9449845899842 4.1740793
476.96089402754785 4.174081
476.9768039958023 4.1740826
476.9927144947649 4.1740841
477.0086255244535 4.1740855
477.02453708488576 4.1740867
477.04044917607945 4.1740879
477.0563617980521 4.1740891
477.07227495082157 4.1740901
477.08818863440564 4.1825286
477.10410284882187 4.1832508
477.120017594088 4.1832517
477.1359328702216 4.1832525
477.15184867724076 4.1832533
477.16776501516284 4.183254
477.18368188400564 4.1832547
477.1995992837868 4.1832554
477.21551721452437 4.183256
477.23143567623566 4.1832566
477.24735466893856 4.1832572
477.2632741926508 4.1832577
477.2791942473899 4.1832582
477.2951148331738 4.1832587
477.3110359500202 4.1832591
477.3269575979467 4.1832596
477.3428797769711 4.18326
477.35880248711106 4.1832604
477.3747257283843 4.1832608
477.3906495008086 4.1832611
477.40657380440155 4.1832615
477.42249863918096 4.1832618
477.43842400516456 4.1832621
477.4543499023701 4.1832624
477.47027633081524 4.1832627
477.48620329051766 4.183263
477.5021307814952 4.1832633
477.5180588037654 4.1832635
477.5339873573462 4.1832638
477.5499164422552 4.183264
477.5658460585101 4.1832642
477.58177620612867 4.1832644
477.5977068851287 4.1832647
477.6136380955278 4.1832649
477.62956983734375 4.1832651
477.64550211059424 4.1832652
477.66143491529704 4.1832654
477.6773682514699 4.1832656
477.6933021191304 4.1832658
477.7092365182965 4.1832659
477.72517144898575 4.1832661
477.7411069112159 4.1832662
477.7570429050048 4.1832664
477.7729794303701 4.1832665
477.7889164873295 4.1832666
477.8048540759008 4.1832667
477.8207921961016 4.1832669
477.8367308479499 4.183267
477.8526700314631 4.1832671
477.8686097466592 4.1832672
477.88454999355577 4.1832673
477.90049077217066 4.1832674
477.91643208252145 4.1832675
477.9323739246262 4.1832676
477.9483162985022 4.1832677
477.9642592041676 4.1832678
477.98020264163983 4.1832679
477.9961466109369 4.183268
478.0120911120763 4.183268
478.0280361450759 4.1832681
478.0439817099534 4.1832682
478.0599278067266 4.1832682
478.07587443541314 4.1832683
478.09182159603097 4.1832684
478.1077692885975 4.1832684
478.1237175131309 4.1832685
478.1396662696484 4.1832686
478.1556155581683 4.1832686
478.1715653787079 4.1832687
478.18751573128515 4.1832687
478.20346661591776 4.1832688
478.21941803262354 4.1832688
478.23536998142015 4.1832688
478.25132246232533 4.1832689
478.267275475357 4.1832689
478.28322902053264 4.183269
478.2991830978702 4.183269
478.3151377073874 4.183269
478.331092849102 4.1832691
478.3470485230316 4.1832691
478.36300472919413 4.1832691
478.37896146760727 4.1832691
478.3949187382888 4.1832692
478.41087654125647 4.1832692
478.426834876528 4.1832692
478.4427937441212 4.1832692
478.45875314405373 4.1832692
478.47471307634356 4.1832693
478.49067354100816 4.1832693
478.50663453806555 4.1832693
478.52259606753336 4.1832693
478.53855812942925 4.1832693
478.55452072377125 4.1832693
478.57048385057686 4.1832693
478.58644750986394 4.1832693
478.60241170165034 4.1832693
478.61837642595367 4.1832693
478.6343416827918 4.1832693
478.6503074721824 4.1832693
478.6662737941434 4.1832693
478.6822406486924 4.1832693
478.6982080358472 4.1832693
478.71417595562554 4.1832693
478.7301444080453 4.1832693
478.7461133931242 4.1832693
478.76208291088 4.1832693
478.77805296133045 4.1832693
478.79402354449326 4.1832692
478.80999466038634 4.1832692
478.8259663090273 4.1832692
478.84193849043413 4.1832692
478.8579112046243 4.1832691
478.87388445161594 4.1832691
478.88985823142656 4.1832691
478.905832544074 4.1832691
478.921807389576 4.183269
478.93778276795035 4.183269
478.95375867921484 4.1832689
478.9697351233874 4.1832689
478.98571210048556 4.1832689
479.00168961052725 4.1832688
479.01766765353017 4.1832688
479.0336462295121 4.1832687
479.04962533849084 4.1832686
479.0656049804843 4.1832686
479.08158515551 4.1832685
479.0975658635859 4.1832684
479.1135471047297 4.1832683
479.12952887895926 4.1832683
479.14551118629225 4.1832681
479.1614940267466 4.183268
479.17747740034 4.1832678
479.1934613070902 4.1832673
479.2094457470151 4.1832661
479.22543072013235 4.1832632
479.2414162264598 4.1832561
479.2574022660153 4.1832391
479.2733888388165 4.1831999
479.28937594488133 4.1831133
479.3053635842274 4.1829308
479.3213517568728 4.1825638
479.33734046283496 4.1818606
479.353329702132 4.1805774
479.36931947478143 4.1783488
479.3853097808011 4.1746692
479.401300620209 4.1688993
479.41729199302273 4.1603182
479.4332838992601 4.1482354
479.44927633893894 4.132163
479.4652693120771 4.1120256
479.4812628186923 4.0883562
479.4972568588024 4.0624117
479.5132514324251 4.0361436
479.52924653957825 4.0119925
479.5452421802796 3.9925294
479.5612383545471 3.9800145
479.5772350623983 3.9759785
479.5932323038512 3.9809274
479.60923007892353 3.9942434
479.6252283876331 4.0143053
479.64122722999775 4.0388003
479.6572266060352 4.0651499
479.6732265157633 4.0909476
479.68922695919986 4.1143051
479.70522793636263 4.1340402
479.7212294472695 4.1496894
479.73723149193825 4.161381
479.7532340703865 4.169634
479.7692371826323 4.1751503
479.78524082869336 4.1786474
479.80124500858756 4.1807529
479.8172497223326 4.181958
479.8332549699463 4.1826144
479.84926075144654 4.1829547
479.86526706685095 4.1831229
479.88127391617775 4.183202
479.8972812994442 4.1832375
479.91328921666866 4.1832526
479.92929766786847 4.1832588
479.94530665306166 4.1832611
479.96131617226604 4.1832619
479.9773262254994 4.183262
479.9933368127796 4.183262
480.00934793412443 4.1832618
480.02535958955156 4.1832616
480.041371779079 4.1832614
480.0573845027245 4.1832612
480.073397760506 4.1832609
480.08941155244094 4.1832607
480.10542587854763 4.1832604
480.1214407388436 4.1832601
480.13745613334663 4.1832597
480.1534720620747 4.1832594
480.1694885250455 4.1832591
480.1855055222769 4.1832587
480.20152305378673 4.1832583
480.2175411195929 4.1457515
480.23355971971307 4.1267938
480.2495788541652 4.1267933
480.265598522967 4.1267928
480.28161872613634 4.1267923
480.2976394636911 4.1267918
480.31366073564897 4.1267913
480.3296825420279 4.1267907
480.3457048828457 4.1267901
480.3617277581202 4.1267894
480.3777511678691 4.1267888
480.3937751121105 4.126788
480.40979959086195 4.1267873
480.4258246041413 4.1267865
480.44185015196666 4.1267856
480.4578762343555 4.1267847
480.473902851326 4.1267837
480.4899300028957 4.1267827
480.5059576890826 4.1267816
480.5219859099044 4.1267804
480.53801466537914 4.1267791
480.5540439555244 4.1267777
480.5700737803582 4.1267762
480.58610413989834 4.1267746
480.6021350341626 4.1267728
480.61816646316885 4.1267707
480.634198426935 4.126768
480.6502309254787 4.1267644
480.666263958818 4.1267583
480.68229752697056 4.1267471
480.69833162995445 4.1267241
480.7143662677872 4.1266754
480.7304014404869 4.1265718
480.7464371480713 4.1263539
480.76247339055834 4.1259061
480.77851016796563 4.1250105
480.79454748031117 4.1232705
480.8105853276129 4.1199922
480.8266237098884 4.1140069
480.8426626271558 4.1034278
480.8587020794328 4.0853421
480.87474206673727 4.0554743
480.89078258908694 4.0079041
480.90682364649984 3.9349966
480.9228652389937 3.8277738
480.9389073665865 3.6769901
480.95495002929596 3.4750672
480.97099322713996 3.2187305
480.98703696013644 2.9116654
481.0030812283031 2.5660208
481.01912603165783 2.201576
481.03517137021856 1.8422055
481.05121724400306 1.5106852
481.06726365302933 1.2239422
481.08331059731506 0.9906599
481.09935807687816 0.8118006
481.11540609173636 0.683145
481.1314546419078 0.5983733
481.1475037274102 0.5515847
481.1635533482613 0.538877
481.17960350447913 0.5591094
481.1956541960815 0.6140899
481.21170542308613 0.708275
481.22775718551105 0.8478445
481.24380948337404 1.0389066
481.259862316693 1.2847883
481.27591568548576 1.5829485
481.29196958977025 1.9227633
481.3080240295642 2.2856282
481.32407900488556 2.6480038
481.3401345157522 2.9864777
481.35619056218195 3.2827491
481.3722471441928 3.5265668
481.3883042618023 3.7158721
481.40436191502874 3.8546901
481.4204201038897 3.9498403
481.43647882840304 4.0072023
481.4525380885868 4.0275305
481.46859788445863 4.0012804
481.48465821603673 3.902432
481.5007190833386 3.6842903
481.51678048638234 3.2870287
481.53284242518566 2.6728437
481.54890489976657 1.8889751
481.5649679101429 1.1006623
481.58103145633254 0.5056191
481.59709553835336 0.1799952
481.6131601562232 0.0512403
481.6292253099599 0.0128168
481.64529099958145 0.0032883
481.6613572251057 0.0010478
481.6774239865503 0.0004992
481.69349128393344 0.0004051
481.7095591172729 0.0005817
481.7256274865864 0.0013844
481.7416963918921 0.0047004
481.7577658332077 0.0187907
481.7738358105511 0.0735036
481.78990632394004 0.2446322
481.8059773733927 0.641681
481.8220489589268 1.3051216
481.8381210805602 2.114545
481.85419373831076 2.8656015
481.8702669321965 3.4235072
481.8863406622352 3.7719706
481.9024149284447 3.9623913
481.918489730843 4.0560472
481.9345650694479 4.0982712
481.9506409442773 4.1159148
481.96671735534926 4.1227955
481.98279430268144 4.1253148
481.9988717862918 4.1261893
482.01494980619816 4.1264839
482.0310283624185 4.1265861
482.0471074549707 4.1266272
482.06318708387266 4.1266492
482.0792672491423 4.1266645
482.0953479507975 4.1266769
482.111429188856 4.1266875
482.12751096333585 4.1266968
482.14359327425484 4.126705
482.159676121631 4.1267123
482.1757595054821 4.1267189
482.19184342582616 4.1267248
482.207927882681 4.1267301
482.22401287606436 4.1267349
482.24009840599444 4.1267393
482.256184472489 4.1267433
482.2722710755659 4.126747
482.28835821524297 4.1267503
482.3044458915384 4.1267534
482.3205341044698 4.1267563
482.33662285405524 4.1267589
482.3527121403124 4.1267613
482.36880196325944 4.1267636
482.38489232291414 4.1267657
482.4009832192944 4.1267677
482.41707465241814 4.1267695
482.43316662230325 4.1267712
482.44925912896775 4.1267728
482.4653521724293 4.1267743
482.48144575270607 4.1267757
482.49753986981574 4.126777
482.5136345237764 4.1267782
482.5297297146059 4.1267794
482.5458254423221 4.1267805
482.56192170694294 4.1267815
482.5780185084863 4.0168663
482.5941158469701 3.9411643
482.6102137224123 3.9411651
482.6263121348308 3.9411659
482.6424110842435 3.9411666
482.65851057066834 3.9411673
482.6746105941232 3.9411679
482.6907111546259 3.9411685
482.7068122521945 3.941169
482.72291388684687 3.9411694
482.73901605860084 3.9411694
482.7551187674745 3.9411683
482.77122201348567 3.9411639
482.7873257966522 3.9411501
482.8034301169921 3.9411112
482.81953497452326 3.9410099
482.8356403692636 3.9407639
482.85174630123106 3.9402067
482.8678527704435 3.9390291
482.88395977691897 3.9367089
482.9000673206753 3.9324526
482.9161754017303 3.9251962
482.93228402010214 3.9137248
482.9483931758086 3.896962
482.96450286886744 3.8744153
482.980613099297 3.8466689
482.99672386711484 3.8157201
483.01283517233907 3.7849388
483.0289470149875 3.7585417
483.0450593950781 3.7406714
483.06117231262886 3.7343583
483.0772857676577 3.7407122
483.0933997601824 3.7586186
483.1095142902211 3.785043
483.12562935779164 3.8158399
483.1417449629118 3.8467917
483.15786110559975 3.8745299
483.17397778587326 3.8970605
483.1900950037504 3.9138034
483.206212759249 3.9252548
483.222331052387 3.9324941
483.2384498831824 3.9367373
483.254569251653 3.9390485
483.2706891578169 3.9402207
483.286809601692 3.9407749
483.3029305832961 3.9410196
483.3190521026473 3.9411206
483.3351741597635 3.9411598
483.3512967546625 3.941174
483.36741988736236 3.941179
483.4964243119449 4.0675409
483.51255228565975 4.0675411
483.52868079735487 4.0675412
483.54480984704827 4.0675414
483.56093943475776 4.0675415
483.57706956050146 4.0675416
483.593200224297 4.0675418
483.6093314261627 4.0675419
483.62546316611633 4.067542
483.6415954441759 4.0675421
483.65772826035925 4.0675422
483.67386161468437 4.0675423
483.68999550716933 4.0675424
483.7061299378319 4.0675425
483.72226490669016 4.0675426
483.7384004137621 4.0675427
483.75453645906543 4.0493484
483.77067304261845 3.5429718
483.7868101644389 3.5429718
483.80294782454473 3.5429719
483.8190860229539 3.542972
483.8352247596845 3.542972
483.85136403475434 3.5429721
483.86750384818134 3.5429722
483.8836441999836 3.5429722
483.89978509017914 3.5429723
483.9159265187857 3.5429723
483.93206848582133 3.5429724
483.94821099130405 3.5429724
483.96435403525174 3.5429725
483.98049761768243 3.5429725
483.996641738614 3.5429726
484.01278639806446 3.5429726
484.02893159605185 3.5429726
484.0450773325939 3.5429727
484.06122360770894 3.5429727
484.0773704214146 3.5429728
484.093517773729 3.5429728
484.1096656646701 3.5429728
484.1258140942558 3.5429729
484.14196306250415 3.5429729
484.1581125694331 3.5429729
484.17426261506057 3.542973
484.1904131994046 3.542973
484.2065643224831 3.542973
484.222715984314 3.5429731
484.2388681849155 3.5429731
484.2550209243052 3.5429731
484.27117420250136 3.5429731
484.28732801952185 3.5429732
484.30348237538465 3.5429732
484.31963727010776 3.5429732
484.3357927037092 3.5429732
484.35194867620686 3.5003587
484.36810518761877 3.3526152
484.38426223796284 3.3526152
484.400419827257 3.3526152
484.4165779555195 3.3526152
484.432736622768 3.3526152
484.44889582902067 3.3526152
484.4650555742954 3.3526152
484.48121585861026 3.3526153
484.49737668198304 3.3526153
484.5135380444319 3.3526153
484.52969994597487 3.3526153
484.54586238662984 3.3526153
484.5620253664146 3.3526153
484.57818888534746 3.3526153
484.5943529434464 3.3526153
484.61051754072906 3.3526153
484.6266826772137 3.3526153
484.6428483529183 3.3526153
484.6590145678607 3.3526153
484.675181322059 3.3526153
484.6913486155313 3.3526153
484.70751644829534 3.3526153
484.7236848203692 3.3526152
484.73985373177095 3.3526152
484.7560231825185 3.3526152
484.77219317262995 3.3526152
484.7883637021231 3.3526152
484.8045347710161 3.3526152
484.82070637932685 3.3526151
484.8368785270734 3.3526151
484.8530512142737 3.3526151
484.8692244409459 3.3526151
484.88539820710787 3.352615
484.9015725127774 3.352615
484.91774735797287 3.352615
484.933922742712 3.3526149
484.950098667013 3.3526149
484.9662751308937 3.3526149
484.9824521343721 3.3526148
484.9986296774663 3.3526148
485.0148077601943 3.3526147
485.03098638257393 3.3526147
485.0471655446234 3.3526146
485.0633452463606 3.3526145
485.0795254878035 3.3526145
485.0957062689703 3.3526144
485.1118875898788 3.3526143
485.12806945054706 3.3526142
485.1442518509931 3.3526141
485.16043479123493 3.352614
485.17661827129047 3.3526139
485.1928022911779 3.3526138
485.20898685091515 3.3526137
485.2251719505201 3.3526136
485.2413575900109 3.3526134
485.2575437694055 3.3526133
485.2737304887221 3.3526131
485.2899177479783 3.3526129
485.3061055471925 3.3526127
485.3222938863825 3.3526125
485.3384827655665 3.3526123
485.3546721847622 3.352612
485.3708621439879 3.3526117
485.3870526432616 3.3526114
485.40324368260116 3.3526111
485.4194352620246 3.3526107
485.4356273815501 3.3526103
485.45182004119556 3.3526099
485.4680132409789 3.3526093
485.4842069809184 3.3526088
485.5004012610319 3.3526081
485.5165960813373 3.3526073
485.532791441853 3.3526065
485.5489873425967 3.3526055
485.5651837835865 3.3526044
485.58138076484033 3.352603
485.59757828637646 3.3526012
485.6137763482127 3.352598
485.6299749503671 3.3525902
485.6461740928578 3.3525648
485.66237377570275 3.3524769
485.6785739989199 3.3521832
485.6947747625273 3.3512691
485.710976066543 3.3486492
485.7271779109852 3.3417688
485.74338029587176 3.3252693
485.75958322122057 3.2892872
485.77578668704996 3.2183441
485.7919906933778 3.0929378
485.80819524022195 2.8962951
485.8244003276007 2.6259738
485.84060595553206 2.3036292
485.8568121240339 1.9727623
485.87301883312443 1.6825327
485.8892260828216 1.4698542
485.90543387314347 1.3532282
485.921642204108 1.3383792
485.93785107573325 1.4257787
485.9540604880373 1.6118379
485.97027044103817 1.8826425
485.9864809347539 2.2066227
486.0026919692025 2.5366409
486.01890354440206 2.825454
486.0351156603706 3.0441176
486.05132831712604 3.1887591
486.0675415146866 3.2733321
486.0837552530701 3.3175341
486.09996953229484 3.3383722
486.1161843523787 3.3472912
486.13239971333985 3.3507727
486.1486156151961 3.3520164
486.16483205796567 3.3524246
486.18104904166665 3.3525488
486.1972665663169 3.3525847
486.21348463193465 3.3525954
486.22970323853787 3.3525992
486.24592238614457 3.3526011
486.2621420747728 3.3526025
486.27836230444063 3.3526036
486.2945830751661 3.3526045
486.3108043869672 3.3526053
486.3270262398621 3.352606
486.34324863386894 3.3743417
486.35947156900545 3.4032322
486.3756950452899 3.4032325
486.39191906274027 3.4032328
486.4081436213747 3.4032329
486.42436872121107 3.4032327
486.4405943622677 3.4032321
486.4568205445624 3.4032307
486.4730472681133 3.4032279
486.48927453293834 3.4032227
486.5055023390559 3.4032131
486.5217306864838 3.4031963
486.5379595752401 3.4031673
486.5541890053429 3.4031188
486.5704189768102 3.4030395
486.5866494896602 3.4029133
486.60288054391066 3.4027173
486.61911213958 3.4024209
486.63534427668617 3.401984
486.651576955247 3.4013568
486.66781017528086 3.4004803
486.68404393680566 3.3992884
486.7002782398396 3.3977119
486.7165130844005 3.3956852
486.7327484705066 3.3931548
486.7489843981759 3.3900894
486.7652208674264 3.386491
486.7814578782764 3.382404
486.79769543074383 3.3779227
486.8139335248466 3.3731926
486.83017216060307 3.3684068
486.846411338031 3.3637955
486.86265105714875 3.359608
486.87889131797414 3.3560921
486.89513212052543 3.3534689
486.91137346482066 3.3519112
486.9276153508778 3.3515234
486.94385777871497 3.3523307
486.9601007483503 3.3542755
486.97634425980175 3.3572228
486.9925883130875 3.3609736
487.00883290822554 3.3652787
487.025078045234 3.3694967
487.04132372413096 3.352554
487.0575699449344 2.9342596
487.0738167076626 1.1229198
487.09006401233347 0.1522281
487.1063118589651 0.1469537
487.12256024757556 1.0832072
487.138809178183 2.9243499
487.15505865080553 3.3739488
487.1713086654611 3.3990423
487.1875592221678 3.4006381
487.20381032094383 3.4014817
487.22006196180723 3.4020695
487.23631414477603 3.4024729
487.2525668698683 3.4027441
487.26882013710224 3.4029225
487.2850739464958 3.4030375
487.3013282980671 3.4031102
487.31758319183433 3.4031555
487.3338386278155 3.4031834
487.3500946060286 3.4032005
487.36635112649196 3.403211
487.38260818922333 3.4032176
487.3988657942411 3.4032218
487.4151239415633 3.4032247
487.43138263120784 3.4032268
487.447641863193 3.4032283
487.4639016375368 3.4032296
487.48016195425737 3.4032306
487.49642281337276 3.4032315
487.51268421490096 3.4032323
487.52894615886026 3.4032329
487.54520864526876 3.4032335
487.5614716741443 3.4032341
487.5777352455052 3.4032345
487.59399935936955 3.403235
487.6102640157553 3.4032353
487.62652921468066 3.4032357
487.6427949561637 3.403236
487.6590612402226 3.4032363
487.67532806687535 3.4032365
487.69159543614 3.4032368
487.7078633480349 3.403237
487.72413180257786 3.4032372
487.7404007997871 3.4032374
487.7566703396808 3.4032375
487.772940422277 3.4032377
487.78921104759365 3.4032378
487.805482215649 3.403238
487.82175392646127 3.4032381
487.83802618004836 3.4032382
487.8542989764285 3.4032383
487.87057231561965 3.4032384
487.8868461976402 3.4032385
487.9031206225079 3.4032385
487.91939559024115 3.4032386
487.9356711008579 3.4032387
487.9519471543764 3.4032387
487.96822375081445 3.4032388
487.9845008901906 3.4032388
488.00077857252256 3.4032389
488.0170567978287 3.4032389
488.033335566127 3.4032389
488.0496148774357 3.403239
488.06589473177274 3.403239
488.0821751291564 3.403239
488.09845606960465 3.403239
488.1147375531356 3.403239
488.1310195797676 3.403239
488.1473021495185 3.403239
488.1635852624066 3.4032391
488.17986891845004 3.4032391
488.1961531176666 3.4032391
488.2124378600748 3.403239
488.2287231456925 3.403239
488.24500897453794 3.403239
488.2612953466293 3.403239
488.27758226198455 3.403239
488.2938697206219 3.403239
488.3101577225594 3.403239
488.3264462678153 3.4032389
488.3427353564076 3.4032389
488.35902498835446 3.4032389
488.37531516367403 3.4032389
488.3916058823845 3.4032388
488.40789714450386 3.4032388
488.4241889500503 3.4032388
488.4404812990419 3.4032387
488.45677419149683 3.4032387
488.4730676274331 3.4032386
488.48936160686924 3.4032386
488.5056561298229 3.4032385
488.52195119631256 3.4032385
488.53824680635597 3.4032384
488.5545429599716 3.4032384
488.57083965717754 3.4032383
488.5871368979918 3.4032383
488.6034346824326 3.4032382
488.61973301051796 3.4032381
488.63603188226614 3.4032381
488.6523312976951 3.403238
488.6686312568233 3.4032379
488.68493175966864 3.4032378
488.7012328062492 3.4032378
488.71753439658335 3.4032377
488.733836530689 3.4032376
488.75013920858436 3.4032375
488.7664424302876 3.4032374
488.7827461958169 3.4032373
488.79905050519034 3.4032372
488.8153553584261 3.4032371
488.83166075554215 3.403237
488.8479666965569 3.4032369
488.8642731814884 3.4032368
488.88058021035465 3.4032367
488.89688778317395 3.4032366
488.9131958999645 3.4032364
488.92950456074414 3.4032363
488.94581376553134 3.4032362
488.96212351434417 3.403236
488.97843380720076 3.4032359
488.9947446441191 3.4032357
489.01105602511745 3.4032356
489.0273679502141 3.4032354
489.0436804194271 3.4032353
489.05999343277443 3.4032351
489.0763069902745 3.4032349
489.0926210919454 3.4032347
489.10893573780504 3.4032345
489.1252509278719 3.4032343
489.141566662164 3.4032341
489.1578829406995 3.4032339
489.1741997634964 3.4032337
489.19051713057314 3.4032335
489.2068350419478 3.4032332
489.2231534976383 3.403233
489.2394724976631 3.4032327
489.2557920420402 3.4032325
489.2721121307878 3.4032322
489.28843276392394 3.4032319
489.30475394146697 3.4032316
489.32107566343495 3.4032313
489.337397929846 3.4241021
489.3537207407184 3.4494909
489.3700440960702 3.4494906
489.38636799591967 3.4494902
489.40269244028485 3.4494898
489.41901742918395 3.4494894
489.4353429626352 3.449489
489.45166904065667 3.4494885
489.4679956632666 3.4494881
489.4843228304831 3.4494876
489.50065054232437 3.4494871
489.5169787988085 3.4494865
489.5333075999539 3.4494859
489.5496369457784 3.4494854
489.5659668363004 3.4494847
489.582297271538 3.4494841
489.5986282515094 3.4494834
489.6149597762327 3.4494826
489.6312918457261 3.4494819
489.64762446000776 3.449481
489.663957619096 3.4494802
489.68029132300865 3.4494793
489.6966255717643 3.4494783
489.71296036538087 3.4494773
489.72929570387663 3.4494762
489.7456315872696 3.449475
489.76196801557813 3.4494738
489.77830498882037 3.4494724
489.7946425070145 3.449471
489.8109805701786 3.4494695
489.8273191783309 3.4494679
489.8436583314897 3.4494662
489.8599980296729 3.4494643
489.87633827289903 3.4494623
489.8926790611861 3.4494601
489.90902039455216 3.4494577
489.9253622730156 3.4494552
489.94170469659446 3.4494524
489.95804766530705 3.4494493
489.9743911791714 3.449446
