# spectrum acquired about 8 hr after the trigger. Magnitude ~ 12
# Ang	10^-16 erg/cm^2/s/Angstrom
          3.7383999E+03        0.0000000E+00       
          3.7384285E+03        0.0000000E+00       
          3.7384568E+03        0.0000000E+00       
          3.7384854E+03        0.0000000E+00       
          3.7385137E+03        0.0000000E+00       
          3.7385422E+03        0.0000000E+00       
          3.7385706E+03        0.0000000E+00       
          3.7385991E+03        0.0000000E+00       
          3.7386277E+03        0.0000000E+00       
          3.7386560E+03        0.0000000E+00       
          3.7386846E+03        0.0000000E+00       
          3.7387129E+03        0.0000000E+00       
          3.7387415E+03        0.0000000E+00       
          3.7387698E+03        0.0000000E+00       
          3.7387983E+03        0.0000000E+00       
          3.7388267E+03        0.0000000E+00       
          3.7388552E+03        0.0000000E+00       
          3.7388835E+03        0.0000000E+00       
          3.7389121E+03        0.0000000E+00       
          3.7389404E+03        0.0000000E+00       
          3.7389690E+03        0.0000000E+00       
          3.7389976E+03        0.0000000E+00       
          3.7390259E+03        0.0000000E+00       
          3.7390544E+03        0.0000000E+00       
          3.7390828E+03        0.0000000E+00       
          3.7391113E+03        0.0000000E+00       
          3.7391396E+03        0.0000000E+00       
          3.7391682E+03        0.0000000E+00       
          3.7391965E+03        0.0000000E+00       
          3.7392251E+03        0.0000000E+00       
          3.7392534E+03        0.0000000E+00       
          3.7392820E+03        0.0000000E+00       
          3.7393103E+03        0.0000000E+00       
          3.7393389E+03        0.0000000E+00       
          3.7393674E+03        0.0000000E+00       
          3.7393958E+03        0.0000000E+00       
          3.7394243E+03        0.0000000E+00       
          3.7394526E+03        0.0000000E+00       
          3.7394812E+03        0.0000000E+00       
          3.7395095E+03        0.0000000E+00       
          3.7395381E+03        0.0000000E+00       
          3.7395664E+03        0.0000000E+00       
          3.7395950E+03        0.0000000E+00       
          3.7396233E+03        0.0000000E+00       
          3.7396519E+03        0.0000000E+00       
          3.7396802E+03        0.0000000E+00       
          3.7397087E+03        0.0000000E+00       
          3.7397371E+03        0.0000000E+00       
          3.7397656E+03        0.0000000E+00       
          3.7397942E+03        0.0000000E+00       
          3.7398225E+03        0.0000000E+00       
          3.7398511E+03        0.0000000E+00       
          3.7398794E+03        0.0000000E+00       
          3.7399080E+03        0.0000000E+00       
          3.7399363E+03        0.0000000E+00       
          3.7399648E+03        0.0000000E+00       
          3.7399932E+03        0.0000000E+00       
          3.7400217E+03        0.0000000E+00       
          3.7400500E+03        0.0000000E+00       
          3.7400786E+03        0.0000000E+00       
          3.7401069E+03        0.0000000E+00       
          3.7401355E+03        0.0000000E+00       
          3.7401641E+03        0.0000000E+00       
          3.7401924E+03        0.0000000E+00       
          3.7402209E+03        0.0000000E+00       
          3.7402493E+03        0.0000000E+00       
          3.7402778E+03        0.0000000E+00       
          3.7403062E+03        0.0000000E+00       
          3.7403347E+03        0.0000000E+00       
          3.7403630E+03        0.0000000E+00       
          3.7403916E+03        0.0000000E+00       
          3.7404199E+03        0.0000000E+00       
          3.7404485E+03        0.0000000E+00       
          3.7404768E+03        0.0000000E+00       
          3.7405054E+03        0.0000000E+00       
          3.7405339E+03        0.0000000E+00       
          3.7405623E+03        0.0000000E+00       
          3.7405908E+03        0.0000000E+00       
          3.7406191E+03        0.0000000E+00       
          3.7406477E+03        0.0000000E+00       
          3.7406760E+03        0.0000000E+00       
          3.7407046E+03        0.0000000E+00       
          3.7407329E+03        0.0000000E+00       
          3.7407615E+03        0.0000000E+00       
          3.7407898E+03        0.0000000E+00       
          3.7408184E+03        0.0000000E+00       
          3.7408467E+03        0.0000000E+00       
          3.7408752E+03        0.0000000E+00       
          3.7409038E+03        0.0000000E+00       
          3.7409321E+03        0.0000000E+00       
          3.7409607E+03        0.0000000E+00       
          3.7409890E+03        0.0000000E+00       
          3.7410176E+03        0.0000000E+00       
          3.7410459E+03        0.0000000E+00       
          3.7410745E+03        0.0000000E+00       
          3.7411028E+03        0.0000000E+00       
          3.7411313E+03        0.0000000E+00       
          3.7411597E+03        0.0000000E+00       
          3.7411882E+03        0.0000000E+00       
          3.7412166E+03        0.0000000E+00       
          3.7412451E+03        0.0000000E+00       
          3.7412734E+03        0.0000000E+00       
          3.7413020E+03        0.0000000E+00       
          3.7413306E+03        0.0000000E+00       
          3.7413589E+03        0.0000000E+00       
          3.7413875E+03        0.0000000E+00       
          3.7414158E+03        0.0000000E+00       
          3.7414443E+03        0.0000000E+00       
          3.7414727E+03        0.0000000E+00       
          3.7415012E+03        0.0000000E+00       
          3.7415295E+03        0.0000000E+00       
          3.7415581E+03        0.0000000E+00       
          3.7415864E+03        0.0000000E+00       
          3.7416150E+03        0.0000000E+00       
          3.7416433E+03        0.0000000E+00       
          3.7416719E+03        0.0000000E+00       
          3.7417004E+03        0.0000000E+00       
          3.7417288E+03        0.0000000E+00       
          3.7417573E+03        0.0000000E+00       
          3.7417856E+03        0.0000000E+00       
          3.7418142E+03        0.0000000E+00       
          3.7418425E+03        0.0000000E+00       
          3.7418711E+03        0.0000000E+00       
          3.7418994E+03        0.0000000E+00       
          3.7419280E+03        0.0000000E+00       
          3.7419563E+03        0.0000000E+00       
          3.7419849E+03        0.0000000E+00       
          3.7420132E+03        0.0000000E+00       
          3.7420417E+03        0.0000000E+00       
          3.7420703E+03        0.0000000E+00       
          3.7420986E+03        0.0000000E+00       
          3.7421272E+03        0.0000000E+00       
          3.7421555E+03        0.0000000E+00       
          3.7421841E+03        0.0000000E+00       
          3.7422124E+03        0.0000000E+00       
          3.7422410E+03        0.0000000E+00       
          3.7422693E+03        0.0000000E+00       
          3.7422979E+03        0.0000000E+00       
          3.7423262E+03        0.0000000E+00       
          3.7423547E+03        0.0000000E+00       
          3.7423831E+03        0.0000000E+00       
          3.7424116E+03        0.0000000E+00       
          3.7424399E+03        0.0000000E+00       
          3.7424685E+03        0.0000000E+00       
          3.7424971E+03        0.0000000E+00       
          3.7425254E+03        0.0000000E+00       
          3.7425540E+03        0.0000000E+00       
          3.7425823E+03        0.0000000E+00       
          3.7426108E+03        0.0000000E+00       
          3.7426392E+03        0.0000000E+00       
          3.7426677E+03        0.0000000E+00       
          3.7426960E+03        0.0000000E+00       
          3.7427246E+03        0.0000000E+00       
          3.7427529E+03        0.0000000E+00       
          3.7427815E+03        0.0000000E+00       
          3.7428098E+03        0.0000000E+00       
          3.7428384E+03        0.0000000E+00       
          3.7428669E+03        0.0000000E+00       
          3.7428953E+03        0.0000000E+00       
          3.7429238E+03        0.0000000E+00       
          3.7429521E+03        0.0000000E+00       
          3.7429807E+03        0.0000000E+00       
          3.7430090E+03        0.0000000E+00       
          3.7430376E+03        0.0000000E+00       
          3.7430659E+03        0.0000000E+00       
          3.7430945E+03        0.0000000E+00       
          3.7431228E+03        0.0000000E+00       
          3.7431514E+03        0.0000000E+00       
          3.7431797E+03        0.0000000E+00       
          3.7432083E+03        0.0000000E+00       
          3.7432368E+03        0.0000000E+00       
          3.7432651E+03        0.0000000E+00       
          3.7432937E+03        0.0000000E+00       
          3.7433220E+03        0.0000000E+00       
          3.7433506E+03        0.0000000E+00       
          3.7433789E+03        0.0000000E+00       
          3.7434075E+03        0.0000000E+00       
          3.7434358E+03        0.0000000E+00       
          3.7434644E+03        0.0000000E+00       
          3.7434927E+03        0.0000000E+00       
          3.7435212E+03        0.0000000E+00       
          3.7435496E+03        0.0000000E+00       
          3.7435781E+03        0.0000000E+00       
          3.7436067E+03        0.0000000E+00       
          3.7436350E+03        0.0000000E+00       
          3.7436636E+03        0.0000000E+00       
          3.7436919E+03        0.0000000E+00       
          3.7437205E+03        0.0000000E+00       
          3.7437488E+03        0.0000000E+00       
          3.7437773E+03        0.0000000E+00       
          3.7438057E+03        0.0000000E+00       
          3.7438342E+03        0.0000000E+00       
          3.7438625E+03        0.0000000E+00       
          3.7438911E+03        0.0000000E+00       
          3.7439194E+03        0.0000000E+00       
          3.7439480E+03        0.0000000E+00       
          3.7439763E+03        0.0000000E+00       
          3.7440049E+03        0.0000000E+00       
          3.7440334E+03        0.0000000E+00       
          3.7440618E+03        0.0000000E+00       
          3.7440903E+03        0.0000000E+00       
          3.7441187E+03        0.0000000E+00       
          3.7441472E+03        0.0000000E+00       
          3.7441755E+03        0.0000000E+00       
          3.7442041E+03        0.0000000E+00       
          3.7442324E+03        0.0000000E+00       
          3.7442610E+03        0.0000000E+00       
          3.7442893E+03        0.0000000E+00       
          3.7443179E+03        0.0000000E+00       
          3.7443462E+03        0.0000000E+00       
          3.7443748E+03        0.0000000E+00       
          3.7444033E+03        0.0000000E+00       
          3.7444316E+03        0.0000000E+00       
          3.7444602E+03        0.0000000E+00       
          3.7444885E+03        0.0000000E+00       
          3.7445171E+03        0.0000000E+00       
          3.7445454E+03        0.0000000E+00       
          3.7445740E+03        0.0000000E+00       
          3.7446023E+03        0.0000000E+00       
          3.7446309E+03        0.0000000E+00       
          3.7446592E+03        0.0000000E+00       
          3.7446877E+03        0.0000000E+00       
          3.7447161E+03        0.0000000E+00       
          3.7447446E+03        0.0000000E+00       
          3.7447732E+03        0.0000000E+00       
          3.7448015E+03        0.0000000E+00       
          3.7448301E+03        0.0000000E+00       
          3.7448584E+03        0.0000000E+00       
          3.7448870E+03        0.0000000E+00       
          3.7449153E+03        0.0000000E+00       
          3.7449438E+03        0.0000000E+00       
          3.7449722E+03        0.0000000E+00       
          3.7450007E+03        0.0000000E+00       
          3.7450291E+03        0.0000000E+00       
          3.7450576E+03        0.0000000E+00       
          3.7450859E+03        0.0000000E+00       
          3.7451145E+03        0.0000000E+00       
          3.7451431E+03        0.0000000E+00       
          3.7451714E+03        0.0000000E+00       
          3.7452000E+03        0.0000000E+00       
          3.7452283E+03        0.0000000E+00       
          3.7452568E+03        0.0000000E+00       
          3.7452852E+03        0.0000000E+00       
          3.7453137E+03        0.0000000E+00       
          3.7453420E+03        0.0000000E+00       
          3.7453706E+03        0.0000000E+00       
          3.7453989E+03        0.0000000E+00       
          3.7454275E+03        0.0000000E+00       
          3.7454558E+03        0.0000000E+00       
          3.7454844E+03        0.0000000E+00       
          3.7455127E+03        0.0000000E+00       
          3.7455413E+03        0.0000000E+00       
          3.7455698E+03        0.0000000E+00       
          3.7455981E+03        0.0000000E+00       
          3.7456267E+03        0.0000000E+00       
          3.7456550E+03        0.0000000E+00       
          3.7456836E+03        0.0000000E+00       
          3.7457119E+03        0.0000000E+00       
          3.7457405E+03        0.0000000E+00       
          3.7457688E+03        0.0000000E+00       
          3.7457974E+03        0.0000000E+00       
          3.7458257E+03        0.0000000E+00       
          3.7458542E+03        0.0000000E+00       
          3.7458826E+03        0.0000000E+00       
          3.7459111E+03        0.0000000E+00       
          3.7459397E+03        0.0000000E+00       
          3.7459680E+03        0.0000000E+00       
          3.7459966E+03        0.0000000E+00       
          3.7460249E+03        0.0000000E+00       
          3.7460535E+03        0.0000000E+00       
          3.7460818E+03        0.0000000E+00       
          3.7461104E+03        0.0000000E+00       
          3.7461387E+03        0.0000000E+00       
          3.7461672E+03        0.0000000E+00       
          3.7461956E+03        0.0000000E+00       
          3.7462241E+03        0.0000000E+00       
          3.7462524E+03        0.0000000E+00       
          3.7462810E+03        0.0000000E+00       
          3.7463096E+03        0.0000000E+00       
          3.7463379E+03        0.0000000E+00       
          3.7463665E+03        0.0000000E+00       
          3.7463948E+03        0.0000000E+00       
          3.7464233E+03        0.0000000E+00       
          3.7464517E+03        0.0000000E+00       
          3.7464802E+03        0.0000000E+00       
          3.7465085E+03        0.0000000E+00       
          3.7465371E+03        0.0000000E+00       
          3.7465654E+03        0.0000000E+00       
          3.7465940E+03        0.0000000E+00       
          3.7466223E+03        0.0000000E+00       
          3.7466509E+03        0.0000000E+00       
          3.7466792E+03        0.0000000E+00       
          3.7467078E+03        0.0000000E+00       
          3.7467363E+03        0.0000000E+00       
          3.7467646E+03        0.0000000E+00       
          3.7467932E+03        0.0000000E+00       
          3.7468215E+03        0.0000000E+00       
          3.7468501E+03        0.0000000E+00       
          3.7468784E+03        0.0000000E+00       
          3.7469070E+03        0.0000000E+00       
          3.7469353E+03        0.0000000E+00       
          3.7469639E+03        0.0000000E+00       
          3.7469922E+03        0.0000000E+00       
          3.7470208E+03        0.0000000E+00       
          3.7470491E+03        0.0000000E+00       
          3.7470776E+03        0.0000000E+00       
          3.7471062E+03        0.0000000E+00       
          3.7471345E+03        0.0000000E+00       
          3.7471631E+03        0.0000000E+00       
          3.7471914E+03        0.0000000E+00       
          3.7472200E+03        0.0000000E+00       
          3.7472483E+03        0.0000000E+00       
          3.7472769E+03        0.0000000E+00       
          3.7473052E+03        0.0000000E+00       
          3.7473337E+03        0.0000000E+00       
          3.7473621E+03        0.0000000E+00       
          3.7473906E+03        0.0000000E+00       
          3.7474189E+03        0.0000000E+00       
          3.7474475E+03        0.0000000E+00       
          3.7474761E+03        0.0000000E+00       
          3.7475044E+03        0.0000000E+00       
          3.7475330E+03        0.0000000E+00       
          3.7475613E+03        0.0000000E+00       
          3.7475898E+03        0.0000000E+00       
          3.7476182E+03        0.0000000E+00       
          3.7476467E+03        0.0000000E+00       
          3.7476750E+03        0.0000000E+00       
          3.7477036E+03        0.0000000E+00       
          3.7477319E+03        0.0000000E+00       
          3.7477605E+03        0.0000000E+00       
          3.7477888E+03        0.0000000E+00       
          3.7478174E+03        0.0000000E+00       
          3.7478459E+03        0.0000000E+00       
          3.7478743E+03        0.0000000E+00       
          3.7479028E+03        0.0000000E+00       
          3.7479312E+03        0.0000000E+00       
          3.7479597E+03        0.0000000E+00       
          3.7479880E+03        0.0000000E+00       
          3.7480166E+03        0.0000000E+00       
          3.7480449E+03        0.0000000E+00       
          3.7480735E+03        0.0000000E+00       
          3.7481018E+03        0.0000000E+00       
          3.7481304E+03        0.0000000E+00       
          3.7481587E+03        0.0000000E+00       
          3.7481873E+03        0.0000000E+00       
          3.7482156E+03        0.0000000E+00       
          3.7482441E+03        0.0000000E+00       
          3.7482727E+03        0.0000000E+00       
          3.7483010E+03        0.0000000E+00       
          3.7483296E+03        0.0000000E+00       
          3.7483579E+03        0.0000000E+00       
          3.7483865E+03        0.0000000E+00       
          3.7484148E+03        0.0000000E+00       
          3.7484434E+03        0.0000000E+00       
          3.7484717E+03        0.0000000E+00       
          3.7485002E+03        0.0000000E+00       
          3.7485286E+03        0.0000000E+00       
          3.7485571E+03        0.0000000E+00       
          3.7485854E+03        0.0000000E+00       
          3.7486140E+03        0.0000000E+00       
          3.7486426E+03        0.0000000E+00       
          3.7486709E+03        0.0000000E+00       
          3.7486995E+03        0.0000000E+00       
          3.7487278E+03        0.0000000E+00       
          3.7487563E+03        0.0000000E+00       
          3.7487847E+03        0.0000000E+00       
          3.7488132E+03        0.0000000E+00       
          3.7488416E+03        0.0000000E+00       
          3.7488701E+03        0.0000000E+00       
          3.7488984E+03        0.0000000E+00       
          3.7489270E+03        0.0000000E+00       
          3.7489553E+03        0.0000000E+00       
          3.7489839E+03        0.0000000E+00       
          3.7490125E+03        0.0000000E+00       
          3.7490408E+03        0.0000000E+00       
          3.7490693E+03        0.0000000E+00       
          3.7490977E+03        0.0000000E+00       
          3.7491262E+03        0.0000000E+00       
          3.7491545E+03        0.0000000E+00       
          3.7491831E+03        0.0000000E+00       
          3.7492114E+03        0.0000000E+00       
          3.7492400E+03        0.0000000E+00       
          3.7492683E+03        0.0000000E+00       
          3.7492969E+03        0.0000000E+00       
          3.7493252E+03        0.0000000E+00       
          3.7493538E+03        0.0000000E+00       
          3.7493823E+03        0.0000000E+00       
          3.7494106E+03        0.0000000E+00       
          3.7494392E+03        0.0000000E+00       
          3.7494675E+03        0.0000000E+00       
          3.7494961E+03        0.0000000E+00       
          3.7495244E+03        0.0000000E+00       
          3.7495530E+03        0.0000000E+00       
          3.7495813E+03        0.0000000E+00       
          3.7496099E+03        0.0000000E+00       
          3.7496382E+03        0.0000000E+00       
          3.7496667E+03        0.0000000E+00       
          3.7496951E+03        0.0000000E+00       
          3.7497236E+03        0.0000000E+00       
          3.7497520E+03        0.0000000E+00       
          3.7497805E+03        0.0000000E+00       
          3.7498091E+03        0.0000000E+00       
          3.7498374E+03        0.0000000E+00       
          3.7498660E+03        0.0000000E+00       
          3.7498943E+03        0.0000000E+00       
          3.7499229E+03        0.0000000E+00       
          3.7499512E+03        0.0000000E+00       
          3.7499797E+03        0.0000000E+00       
          3.7500081E+03        0.0000000E+00       
          3.7500366E+03        0.0000000E+00       
          3.7500649E+03        0.0000000E+00       
          3.7500935E+03        0.0000000E+00       
          3.7501218E+03        0.0000000E+00       
          3.7501504E+03        0.0000000E+00       
          3.7501790E+03        0.0000000E+00       
          3.7502073E+03        0.0000000E+00       
          3.7502358E+03        0.0000000E+00       
          3.7502642E+03        0.0000000E+00       
          3.7502927E+03        0.0000000E+00       
          3.7503210E+03        0.0000000E+00       
          3.7503496E+03        0.0000000E+00       
          3.7503779E+03        0.0000000E+00       
          3.7504065E+03        0.0000000E+00       
          3.7504348E+03        0.0000000E+00       
          3.7504634E+03        0.0000000E+00       
          3.7504917E+03        0.0000000E+00       
          3.7505203E+03        0.0000000E+00       
          3.7505488E+03        0.0000000E+00       
          3.7505771E+03        0.0000000E+00       
          3.7506057E+03        0.0000000E+00       
          3.7506340E+03        0.0000000E+00       
          3.7506626E+03        0.0000000E+00       
          3.7506909E+03        0.0000000E+00       
          3.7507195E+03        0.0000000E+00       
          3.7507478E+03        0.0000000E+00       
          3.7507764E+03        0.0000000E+00       
          3.7508047E+03        0.0000000E+00       
          3.7508333E+03        0.0000000E+00       
          3.7508616E+03        0.0000000E+00       
          3.7508901E+03        0.0000000E+00       
          3.7509185E+03        0.0000000E+00       
          3.7509470E+03        0.0000000E+00       
          3.7509756E+03        0.0000000E+00       
          3.7510039E+03        0.0000000E+00       
          3.7510325E+03        0.0000000E+00       
          3.7510608E+03        0.0000000E+00       
          3.7510894E+03        0.0000000E+00       
          3.7511177E+03        0.0000000E+00       
          3.7511462E+03        0.0000000E+00       
          3.7511746E+03        0.0000000E+00       
          3.7512031E+03        0.0000000E+00       
          3.7512314E+03        0.0000000E+00       
          3.7512600E+03        0.0000000E+00       
          3.7512883E+03        0.0000000E+00       
          3.7513169E+03        0.0000000E+00       
          3.7513455E+03        0.0000000E+00       
          3.7513738E+03        0.0000000E+00       
          3.7514023E+03        0.0000000E+00       
          3.7514307E+03        0.0000000E+00       
          3.7514592E+03        0.0000000E+00       
          3.7514875E+03        0.0000000E+00       
          3.7515161E+03        0.0000000E+00       
          3.7515444E+03        0.0000000E+00       
          3.7515730E+03        0.0000000E+00       
          3.7516013E+03        0.0000000E+00       
