# spectrum acquired about 2 hrs after the trigger. Magnitude ~ 16/17
# Ang	10^-16 erg/cm^2/s/Angstrom
          3.0394187E+03       0.0000000E+00             
          3.0394429E+03       0.0000000E+00             
          3.0394673E+03       0.0000000E+00             
          3.0394917E+03       0.0000000E+00             
          3.0395159E+03       0.0000000E+00             
          3.0395403E+03       0.0000000E+00             
          3.0395645E+03       0.0000000E+00             
          3.0395889E+03       0.0000000E+00             
          3.0396133E+03       0.0000000E+00             
          3.0396375E+03       0.0000000E+00             
          3.0396619E+03       0.0000000E+00             
          3.0396863E+03       0.0000000E+00             
          3.0397104E+03       0.0000000E+00             
          3.0397349E+03       0.0000000E+00             
          3.0397593E+03       0.0000000E+00             
          3.0397834E+03       0.0000000E+00             
          3.0398079E+03       0.0000000E+00             
          3.0398323E+03       0.0000000E+00             
          3.0398564E+03       0.0000000E+00             
          3.0398809E+03       0.0000000E+00             
          3.0399050E+03       0.0000000E+00             
          3.0399294E+03       0.0000000E+00             
          3.0399539E+03       0.0000000E+00             
          3.0399780E+03       0.0000000E+00             
          3.0400024E+03       0.0000000E+00             
          3.0400269E+03       0.0000000E+00             
          3.0400510E+03       0.0000000E+00             
          3.0400754E+03       0.0000000E+00             
          3.0400999E+03       0.0000000E+00             
          3.0401240E+03       0.0000000E+00             
          3.0401484E+03       0.0000000E+00             
          3.0401729E+03       0.0000000E+00             
          3.0401970E+03       0.0000000E+00             
          3.0402214E+03       0.0000000E+00             
          3.0402456E+03       0.0000000E+00             
          3.0402700E+03       0.0000000E+00             
          3.0402944E+03       0.0000000E+00             
          3.0403186E+03       0.0000000E+00             
          3.0403430E+03       0.0000000E+00             
          3.0403674E+03       0.0000000E+00             
          3.0403916E+03       0.0000000E+00             
          3.0404160E+03       0.0000000E+00             
          3.0404404E+03       0.0000000E+00             
          3.0404646E+03       0.0000000E+00             
          3.0404890E+03       0.0000000E+00             
          3.0405134E+03       0.0000000E+00             
          3.0405376E+03       0.0000000E+00             
          3.0405620E+03       0.0000000E+00             
          3.0405862E+03       0.0000000E+00             
          3.0406106E+03       0.0000000E+00             
          3.0406350E+03       0.0000000E+00             
          3.0406592E+03       0.0000000E+00             
          3.0406836E+03       0.0000000E+00             
          3.0407080E+03       0.0000000E+00             
          3.0407322E+03       0.0000000E+00             
          3.0407566E+03       0.0000000E+00             
          3.0407810E+03       0.0000000E+00             
          3.0408052E+03       0.0000000E+00             
          3.0408296E+03       0.0000000E+00             
          3.0408540E+03       0.0000000E+00             
          3.0408782E+03       0.0000000E+00             
          3.0409026E+03       0.0000000E+00             
          3.0409268E+03       0.0000000E+00             
          3.0409512E+03       0.0000000E+00             
          3.0409756E+03       0.0000000E+00             
          3.0409998E+03       0.0000000E+00             
